gid	latitude	longitude	Estado de Conservacao	Tipo de Abrigo	Abrigo com Publicidade?	Operadora	Carreira	Codigo de Rua	Nome da Rua	Freguesia
873	-106648.75190204488	-101501.00032816519	Bom	Sem Abrigo	No	LT	111	1359	Rua José de Azambuja Proença	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
394	-106663.26	-101486.4	Bom	Sem Abrigo	No	LT	111	1359	Rua José de Azambuja Proença	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
567	-107279.28	-102025.92	Bom	Fechado dos Lados	Yes	LT	111	1455	Avenida do Ultramar	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
539	-107434.4	-101991.91	Bom	Fechado dos Lados	Yes	LT	111	1455	Avenida do Ultramar	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
1025	-108102.81093469674	-103074.8246594517	Bom	Sem Abrigo	No	LT	111,122	1342	Rua Henrique de Paiva Couceiro	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
554	-107124.01	-101962.87	Bom	Fechado dos Lados	Yes	LT	111,115	527	Avenida de Brasília	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
553	-107113.59	-101968.28	Bom	Fechado dos Lados	Yes	LT	111,115	527	Avenida de Brasília	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
552	-107114.28	-101783.86	Bom	Fechado dos Lados	Yes	LT	111,115	527	Avenida de Brasília	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
551	-107102.8	-101781.42	Bom	Fechado dos Lados	Yes	LT	111,115	527	Avenida de Brasília	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
565	-107105.26	-101627.34	Bom	Sem Abrigo	No	LT	111,115	601	Rua Carlos Vieira Ramos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
564	-107094.68	-101630.41	Bom	Sem Abrigo	No	LT	111,115	601	Rua Carlos Vieira Ramos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
925	-107625.08	-103117.77	Bom	Fechado dos Lados	No	LT	111,122	1431	Avenida Salvador Allende	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
872	-106368.26	-101705.73	Bom	Sem Abrigo	Yes	LT	111,158	587	Avenida António Bernardo Cabral de Macedo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
391	-106420.98	-101611.2	Bom	Fechado dos Lados	Yes	LT	111,158	587	Avenida António Bernardo Cabral de Macedo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
705	-101884.93	-101826.65	Bom	Fechado dos Lados	Yes	LT	112	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
704	-101856.51	-101822.02	Bom	Fechado dos Lados	Yes	LT	112	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
272	-105722.56	-102581.2	Bom	Sem Abrigo	No	LT	112	1680	Rua Encosta das Lagoas	Porto Salvo
271	-105742.74	-102575.8	Bom	Fechado dos Lados	No	LT	112	1680	Rua Encosta das Lagoas	Porto Salvo
727	-102515.87	-101878.09	Bom	Fechado dos Lados	Yes	LT	112,119,125	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
726	-102509.72	-101859.8	Bom	Fechado dos Lados	Yes	LT	112,119,125	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
723	-102865.58	-101399.39	Bom	Fechado dos Lados	Yes	LT	112,119,125	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
722	-102849.51	-101421.76	Bom	Fechado dos Lados	Yes	LT	112,119,125	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
717	-102227.22	-101894.71	Bom	Fechado dos Lados	Yes	LT	112,119,125	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
716	-102227.55	-101920.36	Bom	Fechado dos Lados	Yes	LT	112,119,125	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
832	-105236.25	-102190.54	Bom	Fechado dos Lados	Yes	LT	112,122	1682	Avenida Santa Casa da Misericordia de Oeiras	Porto Salvo
831	-105274.84	-101913.18	Bom	Fechado dos Lados	Yes	LT	112,122	1682	Avenida Santa Casa da Misericordia de Oeiras	Porto Salvo
830	-105227.47	-102176.58	Bom	Fechado dos Lados	Yes	LT	112,122	1682	Avenida Santa Casa da Misericordia de Oeiras	Porto Salvo
829	-105291.98	-101912.29	Bom	Fechado dos Lados	Yes	LT	112,122	1682	Avenida Santa Casa da Misericordia de Oeiras	Porto Salvo
989	-106533.85390436777	-102159.09374561995	Bom	Aberto dos Lados	No	LT	112,122,106	1407	Estrada de Oeiras	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
827	-105268.41	-102428.49	Bom	Fechado dos Lados	Yes	LT	112,122,129	1680	Rua Encosta das Lagoas	Porto Salvo
266	-105280.44	-102478.21	Bom	Fechado dos Lados	Yes	LT	112,122,129	1680	Rua Encosta das Lagoas	Porto Salvo
381	-106248.58	-102114.98	Razoavel	Sem Abrigo	No	LT	112,158	1521	Estrada da Ribeira da Laje	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
380	-106217.2	-102161.99	Bom	Fechado dos Lados	Yes	LT	112,158	1521	Estrada da Ribeira da Laje	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
81	-107028.61	-95211.28	Bom	Fechado dos Lados	Yes	LT	114	103	Rua Damião de Góis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
64	-106263.4	-95432.65	Bom	Fechado dos Lados	Yes	LT	114	142	Avenida da República	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
63	-106281.59	-95428.61	Bom	Sem Abrigo	No	LT	114	142	Avenida da República	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
62	-106448.94	-95449.29	Bom	Fechado dos Lados	Yes	LT	114	142	Avenida da República	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
59	-106702.76	-95584.31	Bom	Sem Abrigo	No	LT	114	142	Avenida da República	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
58	-106491	-95464.18	Bom	Fechado dos Lados	Yes	LT	114	142	Avenida da República	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
57	-106676.23	-95569.51	Bom	Fechado dos Lados	No	LT	114	142	Avenida da República	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
364	-105749.92	-96128.02	Bom	Fechado dos Lados	Yes	LT	114	150	Rua Victor Duarte Pedroso	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
61	-106056.3	-95443.94	Bom	Fechado dos Lados	No	LT	114	150	Rua Victor Duarte Pedroso	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
60	-106031.48	-95429.88	Bom	Sem Abrigo	No	LT	114	150	Rua Victor Duarte Pedroso	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
33	-105923.57	-95719.27	Bom	Fechado dos Lados	No	LT	114	150	Rua Victor Duarte Pedroso	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
32	-105942.11	-95669.45	Bom	Fechado dos Lados	No	LT	114	150	Rua Victor Duarte Pedroso	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
1002	-104226.49	-95797.22	Bom	Fechado dos Lados	Yes	LT	114	327	Avenida do Forte	Carnaxide e Queijas
986	-104675.71	-95821.42	Bom	Fechado dos Lados	Yes	LT	114	327	Avenida do Forte	Carnaxide e Queijas
983	-104700.62	-95803.69	Bom	Fechado dos Lados	Yes	LT	114	327	Avenida do Forte	Carnaxide e Queijas
977	-104296.72	-95828.26	Bom	Fechado dos Lados	Yes	LT	114	327	Avenida do Forte	Carnaxide e Queijas
950	-103725.69	-95975.2	Bom	Fechado dos Lados	Yes	LT	114	354	Rua Manuel Teixeira Gomes	Carnaxide e Queijas
792	-103922.82	-96235.62	Bom	Fechado dos Lados	Yes	LT	114	354	Rua Manuel Teixeira Gomes	Carnaxide e Queijas
333	-105712.14	-96154.74	Bom	Fechado dos Lados	Yes	LT	114	450	Rua Engenheiro José Frederico Ulrich	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
823	-104032.88	-96536.98	Bom	Fechado dos Lados	Yes	LT	114	1113	Avenida de Portugal	Carnaxide e Queijas
818	-104031.08	-96173.83	Bom	Fechado dos Lados	Yes	LT	114	1113	Avenida de Portugal	Carnaxide e Queijas
807	-104003.78	-96559.17	Bom	Fechado dos Lados	Yes	LT	114	1113	Avenida de Portugal	Carnaxide e Queijas
710	-103972.32	-95981.88	Bom	Fechado dos Lados	Yes	LT	114	1113	Avenida de Portugal	Carnaxide e Queijas
954	-104075.89	-95771.82	Bom	Fechado dos Lados	Yes	LT	114	1116	Avenida Professor Dr. Reinaldo dos Santos	Carnaxide e Queijas
947	-103879.91	-95751.23	Bom	Fechado dos Lados	No	LT	114	1116	Avenida Professor Dr. Reinaldo dos Santos	Carnaxide e Queijas
952	-104058.98	-95839.14	Bom	Fechado dos Lados	Yes	LT	114	1137	Rua Tenente-General Zeferino Sequeira	Carnaxide e Queijas
846	-105713.9	-96309.68	Bom	Aberto dos Lados	No	LT	114	1251	Rua Pedro Álvares Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
845	-105719.88	-96325.39	Bom	Aberto dos Lados	No	LT	114	1251	Rua Pedro Álvares Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
367	-105679.92	-96534.6	Bom	Fechado dos Lados	Yes	LT	114	1279	Avenida Tomás Ribeiro	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
330	-105744.42	-96527.5	Bom	Fechado dos Lados	Yes	LT	114	1279	Avenida Tomás Ribeiro	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
863	-105210.86	-96382.34	Bom	Fechado dos Lados	Yes	LT	114	1283	Avenida Vinte e Cinco de Abril de 1974	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
857	-105326.62	-96569.43	Bom	Fechado dos Lados	Yes	LT	114	1283	Avenida Vinte e Cinco de Abril de 1974	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
856	-105287.42	-96454.4	Bom	Fechado dos Lados	Yes	LT	114	1283	Avenida Vinte e Cinco de Abril de 1974	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
354	-105043.39	-96109.56	Bom	Fechado dos Lados	Yes	LT	114	1283	Avenida Vinte e Cinco de Abril de 1974	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
353	-105062.32	-96107.23	Bom	Fechado dos Lados	Yes	LT	114	1283	Avenida Vinte e Cinco de Abril de 1974	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
535	-107581.42	-102198.59	Bom	Fechado dos Lados	Yes	LT	115	533	Rua Cândido dos Reis	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
1006	-107164.33866025771	-101426.22549078583	Bom	Fechado dos Lados	Yes	LT	115	601	Rua Carlos Vieira Ramos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
563	-107141.23	-101485.07	Bom	Fechado dos Lados	Yes	LT	115	601	Rua Carlos Vieira Ramos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
425	-106665.8	-99468.51	Bom	Fechado dos Lados	No	LT	115	856	Rua Bernardim Ribeiro	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
432	-106389.99	-99441.49	Bom	Aberto dos Lados	No	LT	115	899	Rua de Goa	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
424	-106482.29	-99626.9	Bom	Aberto dos Lados	No	LT	115	899	Rua de Goa	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
934	-107286.31	-102095.09	Bom	Fechado dos Lados	Yes	LT	115	1325	Rua da Figueirinha	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
568	-107459.5	-101976.24	Bom	Fechado dos Lados	Yes	LT	115	1455	Avenida do Ultramar	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
562	-107112	-101075.39	Bom	Fechado dos Lados	No	LT	115	1527	Rua Manuel Pinhanços	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
429	-106431.59	-99785.79	Bom	Sem Abrigo	No	LT	115	1769	Rua Vasco da Gama	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
428	-106433.33	-99804.88	Bom	Sem Abrigo	No	LT	115	1769	Rua Vasco da Gama	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
1008	-106840.5909766439	-100709.59335706284	Bom	Sem Abrigo	No	LT	115,158	585	Rua de Angola	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
436	-106547.04	-100175.4	Bom	Fechado dos Lados	Yes	LT	115,158	592	Rua Augusto Sousa Lobo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
435	-106550.9	-100185.96	Bom	Aberto dos Lados	No	LT	115,158	592	Rua Augusto Sousa Lobo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
421	-106355.98	-100328.5	Bom	Fechado dos Lados	No	LT	115,158	592	Rua Augusto Sousa Lobo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
420	-106369.82	-100337.94	Bom	Fechado dos Lados	No	LT	115,158	592	Rua Augusto Sousa Lobo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
413	-106399.4	-100625.78	Bom	Fechado dos Lados	No	LT	115,158	609	Rua Conde de Rio Maior	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
442	-106329.69	-100480.44	Bom	Fechado dos Lados	Yes	LT	115,158	610	Avenida Conde de São Januário	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
412	-106824.4	-100718.89	Bom	Fechado dos Lados	No	LT	115,158	610	Avenida Conde de São Januário	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
411	-106318.44	-100465.14	Bom	Aberto dos Lados	No	LT	115,158	610	Avenida Conde de São Januário	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
402	-106864.28	-101108.52	Bom	Fechado dos Lados	Yes	LT	115,158	620	Avenida Elvira Velez	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
401	-106863.16	-101122.04	Bom	Fechado dos Lados	No	LT	115,158	620	Avenida Elvira Velez	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
418	-106441.72	-100682.43	Bom	Aberto dos Lados	No	LT	115,158	645	Rua Instituto Conde de Agrolongo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
415	-106605.36	-100689.48	Bom	Sem Abrigo	No	LT	115,158	645	Rua Instituto Conde de Agrolongo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
414	-106613.41	-100706.91	Bom	Fechado dos Lados	No	LT	115,158	645	Rua Instituto Conde de Agrolongo	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
427	-106642.38	-99930.18	Bom	Aberto dos Lados	No	LT	115,158	1785	Rua de São Gabriel	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
426	-106638.34	-99940.41	Bom	Aberto dos Lados	No	LT	115,158	1785	Rua de São Gabriel	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
1011	-107442.97396256146	-100964.28382638063	Bom	Fechado dos Lados	Yes	LT	116	611	Rua Costa Pinto	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
555	-107479.04447916782	-101162.71630208207	Bom	Sem Abrigo	No	LT	116	611	Rua Costa Pinto	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
525	-107487.42	-101137.8	Bom	Fechado dos Lados	Yes	LT	116	611	Rua Costa Pinto	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
569	-107425.69	-101005.38	Bom	Fechado dos Lados	Yes	LT	116	614	Praceta Dionísio Matias	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
935	-107842.63	-101657.47	Bom	Sem Abrigo	No	LT	116	622	Avenida Engenheiro Bonneville Franco	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
547	-107742.46	-101446.79	Bom	Fechado dos Lados	Yes	LT	116	622	Avenida Engenheiro Bonneville Franco	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
546	-107715.55	-101440.41	Bom	Sem Abrigo	No	LT	116	622	Avenida Engenheiro Bonneville Franco	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
545	-107855.7	-101644.74	Bom	Fechado dos Lados	Yes	LT	116	622	Avenida Engenheiro Bonneville Franco	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
987	-107154.05859701223	-100851.89900138501	Bom	Fechado dos Lados	Yes	LT	116	1569	Avenida Senhor Jesus dos Navegantes	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
524	-107115.55	-100887.65	Bom	Fechado dos Lados	Yes	LT	116	1569	Avenida Senhor Jesus dos Navegantes	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
787	-103931.57	-99415.05	Bom	Sem Abrigo	No	LT	117	201	Estrada do Cacém	Barcarena
218	-104375.85	-99328	Bom	Sem Abrigo	No	LT	117	201	Estrada do Cacém	Barcarena
217	-104361.42	-99334.49	Bom	Sem Abrigo	No	LT	117	201	Estrada do Cacém	Barcarena
216	-104587.38	-99431.91	Bom	Sem Abrigo	No	LT	117	201	Estrada do Cacém	Barcarena
215	-104638.85	-99443.96	Bom	Sem Abrigo	No	LT	117	201	Estrada do Cacém	Barcarena
124	-101302.34	-99804.3	Bom	Fechado dos Lados	No	LT	117	252	Avenida Infante Dom Henrique	Barcarena
123	-101315.5	-99829.06	Bom	Fechado dos Lados	No	LT	117	252	Avenida Infante Dom Henrique	Barcarena
117	-101493.79	-99968.88	Bom	Fechado dos Lados	Yes	LT	117	252	Avenida Infante Dom Henrique	Barcarena
771	-103918.36	-99410.5	Bom	Fechado dos Lados	No	LT	117	256	Rua Joaquim Sabino de Sousa	Barcarena
769	-103650.67	-99459.31	Bom	Fechado dos Lados	No	LT	117	256	Rua Joaquim Sabino de Sousa	Barcarena
768	-103643.5	-99453.56	Bom	Sem Abrigo	No	LT	117	256	Rua Joaquim Sabino de Sousa	Barcarena
448	-106045.74	-98590.38	Bom	Sem Abrigo	No	LT	117	830	Estrada Militar	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
447	-106415.98	-98591.36	Bom	Sem Abrigo	No	LT	117	830	Estrada Militar	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
446	-106025.83	-98604.24	Bom	Sem Abrigo	No	LT	117	830	Estrada Militar	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
452	-105233.04	-99103.06	Bom	Sem Abrigo	No	LT	117	925	Estrada do Murganhal	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
445	-106027.77	-98850.69	Bom	Fechado dos Lados	Yes	LT	117	925	Estrada do Murganhal	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
444	-106017.28	-98852.36	Bom	Sem Abrigo	No	LT	117	925	Estrada do Murganhal	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
322	-105424.33	-99044.64	Bom	Fechado dos Lados	Yes	LT	117	925	Estrada do Murganhal	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
321	-105462.35	-99002.28	Bom	Fechado dos Lados	No	LT	117	925	Estrada do Murganhal	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
214	-104907.67	-99367.84	Bom	Sem Abrigo	No	LT	117	925	Estrada do Murganhal	Barcarena
450	-106594.42	-99048.6	Bom	Sem Abrigo	No	LT	117,158	882	Rua Doutor Jorge Rivotti	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
449	-106581.18	-99035.41	Bom	Fechado dos Lados	No	LT	117,158	882	Rua Doutor Jorge Rivotti	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
299	-105855.31	-99342.8	Bom	Fechado dos Lados	No	LT	117,158	1805	Rua Dona Yesoa Godinho	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
770	-103163.15	-99786.4	Bom	Fechado dos Lados	Yes	LT	117,171	201	Estrada do Cacém	Barcarena
138	-102814.25	-99907.47	Mau	Fechado dos Lados	No	LT	117,171	201	Estrada do Cacém	Barcarena
137	-102792.58	-99921.93	Bom	Sem Abrigo	No	LT	117,171	201	Estrada do Cacém	Barcarena
766	-103346.29	-99565.78	Bom	Fechado dos Lados	Yes	LT	117,171	210	Largo Cinco de Outubro	Barcarena
767	-103244.97	-99729.51	Bom	Fechado dos Lados	Yes	LT	117,171	235	Rua Felner Duarte	Barcarena
143	-102122.63	-99975.95	Bom	Sem Abrigo	No	LT	117,171	241	Estrada das Fontainhas	Barcarena
142	-102137.2	-99979.69	Bom	Sem Abrigo	No	LT	117,171	241	Estrada das Fontainhas	Barcarena
140	-102285.58	-100095.76	Bom	Sem Abrigo	No	LT	117,171	241	Estrada das Fontainhas	Barcarena
139	-102277.41	-100088.41	Bom	Sem Abrigo	No	LT	117,171	241	Estrada das Fontainhas	Barcarena
116	-101520.29	-100001.26	Bom	Fechado dos Lados	Yes	Carris	117,171	252	Avenida Infante Dom Henrique	Barcarena
691	-103349.27	-99588.57	Bom	Sem Abrigo	No	LT	117,171	964	Jardim Público	Barcarena
141	-102028.47	-99961.71	Bom	Sem Abrigo	No	LT	117,171	978	Avenida de Santo António de Tercena	Barcarena
122	-102021.07	-99964.5	Bom	Sem Abrigo	No	LT	117,171	978	Avenida de Santo António de Tercena	Barcarena
121	-101894.85	-100053.16	Bom	Sem Abrigo	No	LT	117,171	978	Avenida de Santo António de Tercena	Barcarena
120	-101884.83	-100069.82	Bom	Fechado dos Lados	Yes	LT	117,171	978	Avenida de Santo António de Tercena	Barcarena
119	-101709.63	-100014.88	Bom	Fechado dos Lados	Yes	LT	117,171	978	Avenida de Santo António de Tercena	Barcarena
118	-101728.86	-100021.08	Bom	Fechado dos Lados	No	LT	117,171	978	Avenida de Santo António de Tercena	Barcarena
786	-103718.6	-100106.34	Bom	Sem Abrigo	No	LT	119	242	Largo General Humberto Delgado	Barcarena
784	-103738.83	-100125.9	Bom	Sem Abrigo	No	LT	119	242	Largo General Humberto Delgado	Barcarena
772	-103786.35	-100195.03	Bom	Sem Abrigo	No	LT	119	244	Rua Gil Vicente	Barcarena
783	-103895.41	-100162.43	Bom	Sem Abrigo	No	LT	119	274	Rua do Moinho	Barcarena
1018	-107041.77476893747	-101229.91096074758	Bom	Sem Abrigo	No	LT	119	620	Avenida Elvira Velez	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
694	-104519.7809297323	-100793.13013878663	Bom	Sem Abrigo	No	LT	119	679	Rua Artur Moura	Porto Salvo
731	-103012.13	-102009.23	Bom	Sem Abrigo	No	LT	119	711	Rua Fernando Sabido	Porto Salvo
782	-103699.86	-100194.78	Bom	Fechado dos Lados	Yes	LT	119	1001	Rua da Fonte	Barcarena
222	-104759.2	-100697.28	Bom	Sem Abrigo	No	LT	119	1640	Avenida Vinte e Cinco de Abril	Porto Salvo
213	-104589.54	-100696.1	Bom	Fechado dos Lados	No	LT	119	1640	Avenida Vinte e Cinco de Abril	Porto Salvo
707	-102002.37	-102008.48	Bom	Fechado dos Lados	No	LT	119	1668	Avenida Engenheiro Valente de Oliveira	Porto Salvo
132	-102642.99	-102233.26	Bom	Sem Abrigo	No	LT	119	1668	Avenida Engenheiro Valente de Oliveira	Porto Salvo
99	-101995.52	-102016.59	Bom	Fechado dos Lados	No	LT	119	1668	Avenida Engenheiro Valente de Oliveira	Porto Salvo
130	-102992.86	-102011.13	Bom	Sem Abrigo	No	LT	119	1670	Avenida Domingos Vandelli	Porto Salvo
725	-102556.6	-102172.39	Bom	Sem Abrigo	No	LT	119	1671	Rua Professor Dr. José Pinto Peixoto	Porto Salvo
441	-107020.04	-100736.2	Bom	Fechado dos Lados	Yes	LT	119,115	605	Rua Conde das Alcáçovas	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
750	-103210.92	-101837	Bom	Fechado dos Lados	No	LT	119,125	1634	Estrada de Talaíde	Porto Salvo
749	-103174.51	-101870.25	Bom	Sem Abrigo	No	LT	119,125	1634	Estrada de Talaíde	Porto Salvo
748	-103481.37	-101650.92	Bom	Fechado dos Lados	No	LT	119,125	1634	Estrada de Talaíde	Porto Salvo
757	-103529.69	-101634.82	Bom	Sem Abrigo	No	LT	119,125	1661	Rua Henrique Marques	Porto Salvo
98	-101970.18	-101783.3	Bom	Sem Abrigo	No	LT	119,125	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
97	-101959.47	-101795.46	Bom	Sem Abrigo	No	LT	119,125	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
389	-106757.03	-100945.88	Bom	Fechado dos Lados	Yes	LT	119,125,129,158,184	1540	Estrada de Paço de Arcos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
388	-106176.2	-101085.06	Bom	Fechado dos Lados	Yes	LT	119,125,129,158,184	1540	Estrada de Paço de Arcos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
387	-106378.14	-101089.06	Bom	Fechado dos Lados	Yes	LT	119,125,129,158,184	1540	Estrada de Paço de Arcos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
386	-106385.21	-101073.57	Bom	Sem Abrigo	No	LT	119,125,129,158,184	1540	Estrada de Paço de Arcos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
385	-106674.29	-100994.88	Bom	Fechado dos Lados	Yes	LT	119,125,129,158,184	1540	Estrada de Paço de Arcos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
1004	-105463.93407291333	-101208.08123805858	Bom	Fechado dos Lados	Yes	LT	119,125,129,184	1540	Estrada de Paço de Arcos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
290	-105761.18	-101097.27	Bom	Fechado dos Lados	Yes	LT	119,125,129,184	1540	Estrada de Paço de Arcos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
288	-106033.78	-101107.92	Bom	Fechado dos Lados	Yes	LT	119,125,129,184	1540	Estrada de Paço de Arcos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
287	-105447.82	-101232.23	Bom	Fechado dos Lados	Yes	LT	119,125,129,184	1540	Estrada de Paço de Arcos	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
289	-105894.4	-101171.62	Bom	Fechado dos Lados	Yes	LT	119,125,129,184	1596	Rua Shegundo Galarza	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
277	-105302.37	-101111.62	Bom	Fechado dos Lados	No	LT	119,184	70	Rua Actor António Pinheiro	Porto Salvo
276	-105287.53	-101100.79	Bom	Sem Abrigo	No	LT	119,184	70	Rua Actor António Pinheiro	Porto Salvo
259	-104635.54	-100919.19	Bom	Fechado dos Lados	Yes	LT	119,184	685	Rua Carlos Paião	Porto Salvo
258	-105092.32	-100957.4	Bom	Sem Abrigo	No	Carris	119,184	1640	Avenida Vinte e Cinco de Abril	Porto Salvo
257	-105076.45	-100946.89	Bom	Sem Abrigo	No	LT	119,184	1640	Avenida Vinte e Cinco de Abril	Porto Salvo
109	-104899.42	-100859.7	Bom	Fechado dos Lados	No	LT	119,184	1640	Avenida Vinte e Cinco de Abril	Porto Salvo
108	-104913.48	-100837.78	Bom	Fechado dos Lados	No	LT	119,184	1640	Avenida Vinte e Cinco de Abril	Porto Salvo
34	-105634.78	-95513.74	Bom	Fechado dos Lados	Yes	Vimeca	12	120	Avenida Jaime Cortesão	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
22	-105577.35	-95503.97	Bom	Fechado dos Lados	Yes	Vimeca	12	120	Avenida Jaime Cortesão	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
25	-105539.98	-95177.67	Bom	Sem Abrigo	No	Vimeca	12	148	Avenida das Túlipas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
24	-105556.38	-95196.87	Bom	Fechado dos Lados	Yes	Vimeca	12	148	Avenida das Túlipas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
714	-101949.9	-98542.91	Bom	Fechado dos Lados	Yes	Vimeca	12	216	Estrada Consiglieri Pedroso	Barcarena
